Calibre,Projectile Type,Projectile Dimension,dia,Projectile Mass,Total Mass with Sabot,Petal Burst Pressure,Powder Mass,Actual Velocity,Expected Velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/Vol,Density,Moment of Inertia,cd,Sabot Length,Plate Material,Plate Thickness,Impact Angle,Kinetic Energy,Perforated
29 mm,B,5.02,5.02,10.36,11.63,68.44,7.31,1726.51,1697.18,ogive,type1,13.1,6.5,aluminum,0.344,201.464,943.459,0.214,2700,0.3488,0.522,82.39,Aluminum,23.25,0.7,15440.73,0
40 mm,A,19.43,19.43,23.93,27.89,70.53,1.76,1105.03,1080.32,cylindrical,type3,7.94,10.56,steel,0.572,695.401,1437.074,0.484,7800,0.4383,0.368,91.89,Aluminum,8.3,22.6,14610.36,1
29 mm,C,13.24,13.24,12.67,16.53,22.97,7.84,1259.49,1260.34,cylindrical,type3,5.23,7.34,aluminum,0.513,892.371,2705.406,0.33,2700,0.4803,0.503,36.39,Aluminum,28.97,27.8,10049.31,0
29 mm,C,13.98,13.98,17.97,20.3,45.67,2.15,950.32,851.72,ogive,type1,9.36,9.43,steel,0.795,725.013,1337.628,0.542,7800,0.1652,0.089,73.09,Titanium,13.88,11.0,8114.43,0
29 mm,B,14.0,14.0,24.52,27.09,70.82,2.86,1295.04,1369.84,cylindrical,type2,8.28,13.51,steel,0.507,856.707,2873.497,0.298,7800,0.3726,0.58,57.62,Steel,28.86,32.7,20561.6,0
40 mm,C,13.26,13.26,16.02,18.81,41.79,1.68,1582.83,1690.87,cylindrical,type1,7.5,6.73,tungsten,0.861,860.294,761.141,1.13,19300,0.2741,0.215,81.4,Titanium,12.13,10.5,20067.86,1
29 mm,B,9.35,9.35,11.11,12.94,61.75,6.63,936.78,945.3,ogive,type2,14.79,7.17,aluminum,0.657,128.837,2227.262,0.058,2700,0.2142,0.082,95.19,Steel,16.72,5.4,4874.83,0
29 mm,C,19.57,19.57,15.64,18.66,55.35,7.89,1308.84,1342.11,cylindrical,type3,14.95,13.26,aluminum,0.593,793.859,1878.617,0.423,2700,0.1631,0.471,62.64,Aluminum,18.76,11.2,13396.15,0
40 mm,B,14.33,14.33,6.09,9.19,40.83,3.08,1090.11,1144.16,ogive,type3,9.31,6.66,aluminum,0.404,794.883,1169.318,0.68,2700,0.3342,0.148,42.94,Aluminum,6.59,24.0,3618.49,0
40 mm,B,15.06,15.06,7.25,9.83,36.58,3.28,1522.66,1456.43,cylindrical,type2,2.88,7.71,tungsten,0.618,414.979,2209.819,0.188,19300,0.2336,0.243,83.88,Aluminum,22.89,38.5,8404.54,0
40 mm,A,11.82,11.82,5.14,6.58,59.16,2.95,1472.24,1518.65,ogive,type3,9.37,12.41,tungsten,0.292,468.864,267.789,1.751,19300,0.3672,0.377,62.14,Steel,7.62,23.8,5570.45,0
40 mm,B,9.32,9.32,22.68,26.44,28.02,2.08,1468.67,1447.35,spherical,type2,14.38,9.69,aluminum,0.491,770.941,846.436,0.911,2700,0.2124,0.088,90.58,Steel,9.1,38.2,24460.28,1
29 mm,A,5.97,5.97,18.43,19.78,71.61,6.51,1115.58,1230.12,spherical,type3,14.03,14.14,tungsten,0.399,987.899,931.627,1.06,19300,0.1002,0.161,65.29,Titanium,12.26,2.9,11468.24,1
40 mm,A,10.25,10.25,10.97,13.86,54.59,1.43,1359.21,1349.8,spherical,type1,4.8,8.12,steel,0.669,989.043,528.917,1.87,7800,0.4069,0.319,94.97,Titanium,29.02,16.8,10133.27,0
29 mm,A,7.64,7.64,9.42,10.73,26.69,7.77,1416.19,1461.6,cylindrical,type2,4.47,8.23,steel,0.735,526.459,295.091,1.784,7800,0.1645,0.282,21.4,Steel,29.33,19.6,9446.35,0
40 mm,C,14.93,14.93,18.66,20.1,62.21,7.49,1448.9,1439.98,ogive,type2,3.98,2.56,aluminum,0.85,810.596,1188.253,0.682,2700,0.201,0.357,79.12,Steel,17.23,36.1,19586.57,1
40 mm,A,18.19,18.19,23.39,24.45,45.87,1.83,1332.78,1442.61,spherical,type2,12.66,4.56,aluminum,0.355,519.455,811.169,0.64,2700,0.1941,0.451,47.72,Titanium,18.33,27.5,20773.86,1
40 mm,C,9.54,9.54,10.98,13.07,32.24,4.71,1653.49,1627.87,spherical,type1,8.37,9.02,aluminum,0.819,879.363,572.027,1.537,2700,0.2369,0.244,73.49,Steel,10.3,35.3,15009.82,1
40 mm,C,9.99,9.99,11.43,14.35,77.66,7.95,973.68,1031.93,ogive,type1,6.39,4.43,tungsten,0.792,684.755,640.47,1.069,19300,0.2941,0.272,95.39,Aluminum,15.45,15.2,5418.12,0
40 mm,A,15.06,15.06,22.08,24.64,63.18,6.97,761.39,792.72,ogive,type3,6.22,7.9,steel,0.804,942.976,2513.546,0.375,7800,0.425,0.2,72.31,Steel,29.61,42.0,6400.05,0
40 mm,B,7.24,7.24,22.87,25.89,55.58,6.01,1758.75,1778.97,cylindrical,type1,5.58,5.68,aluminum,0.718,997.516,465.728,2.142,2700,0.3601,0.237,79.6,Titanium,24.77,36.6,35370.76,1
40 mm,B,18.94,18.94,23.28,26.31,70.93,1.16,766.81,778.26,cylindrical,type2,13.47,2.27,aluminum,0.387,397.169,2229.595,0.178,2700,0.1584,0.078,32.64,Titanium,22.43,41.2,6844.29,0
29 mm,B,10.46,10.46,10.86,12.28,52.63,1.48,1693.25,1659.9,cylindrical,type2,7.33,8.18,tungsten,0.815,981.391,351.072,2.795,19300,0.1735,0.369,33.64,Titanium,11.96,11.8,15568.33,1
29 mm,C,6.52,6.52,7.41,8.58,46.49,6.56,1373.51,1244.21,spherical,type2,5.17,10.4,aluminum,0.62,723.262,313.77,2.305,2700,0.4388,0.145,65.87,Steel,24.08,0.3,6989.59,0
29 mm,B,7.62,7.62,13.8,16.68,31.37,3.64,1710.61,1764.33,spherical,type1,11.24,6.4,steel,0.718,314.278,1438.28,0.219,7800,0.1999,0.444,54.45,Steel,29.16,27.7,20190.69,0
40 mm,B,18.99,18.99,10.92,13.88,29.2,5.68,1321.45,1297.01,ogive,type1,10.26,12.09,tungsten,0.344,102.801,1269.188,0.081,19300,0.1875,0.073,28.89,Titanium,29.7,22.2,9534.42,0
29 mm,B,8.71,8.71,22.68,25.35,45.92,6.17,1603.11,1661.59,cylindrical,type1,11.3,3.9,steel,0.31,715.455,1728.096,0.414,7800,0.1014,0.083,78.27,Steel,19.99,35.1,29143.37,1
29 mm,C,14.93,14.93,5.73,7.47,47.36,3.96,1493.42,1511.0,ogive,type1,12.69,3.19,aluminum,0.394,300.142,2167.401,0.138,2700,0.4096,0.207,75.92,Aluminum,9.02,4.4,6389.82,0
29 mm,B,7.34,7.34,17.68,21.11,64.0,2.0,1277.62,1337.63,ogive,type1,3.32,14.15,tungsten,0.558,308.241,1067.47,0.289,19300,0.3954,0.291,27.33,Steel,29.1,26.8,14429.65,0
40 mm,B,7.91,7.91,23.12,24.35,46.53,3.71,1099.66,1139.75,spherical,type1,2.03,13.98,tungsten,0.492,596.951,744.341,0.802,19300,0.239,0.431,23.89,Steel,18.53,9.0,13978.95,0
40 mm,C,18.19,18.19,24.53,27.43,55.59,7.1,703.14,579.91,spherical,type1,2.66,7.29,aluminum,0.821,127.833,2501.927,0.051,2700,0.1029,0.431,50.31,Titanium,5.96,23.2,6063.89,1
40 mm,C,7.22,7.22,18.0,19.36,69.95,3.32,976.0,1006.74,ogive,type3,11.19,7.46,aluminum,0.209,474.732,662.859,0.716,2700,0.4142,0.585,70.63,Steel,7.04,7.1,8573.18,1
29 mm,C,5.28,5.28,24.0,26.96,79.6,1.44,1746.94,1729.76,spherical,type2,14.15,13.06,tungsten,0.256,819.436,2435.668,0.336,19300,0.1397,0.243,91.49,Steel,19.43,41.1,36621.59,1
29 mm,C,12.52,12.52,6.51,8.76,39.35,7.71,1003.01,1061.26,cylindrical,type1,6.3,8.9,aluminum,0.428,124.534,1844.011,0.068,2700,0.2842,0.083,54.76,Titanium,25.88,8.2,3274.62,0
29 mm,B,17.94,17.94,12.19,15.34,74.12,5.76,1527.04,1556.6,ogive,type2,12.16,3.52,aluminum,0.317,661.547,1010.236,0.655,2700,0.4361,0.524,26.73,Titanium,28.54,25.9,14212.63,0
29 mm,C,9.89,9.89,5.17,6.33,68.36,4.79,1259.35,1289.5,ogive,type1,11.48,3.49,aluminum,0.485,242.542,1079.925,0.225,2700,0.1977,0.452,87.24,Steel,28.61,0.3,4099.71,0
29 mm,A,6.92,6.92,24.62,27.29,24.08,6.8,1039.37,1025.76,ogive,type2,14.71,3.7,tungsten,0.702,876.555,1237.762,0.708,19300,0.2519,0.087,29.99,Titanium,19.47,7.0,13298.37,0
40 mm,A,19.73,19.73,23.05,24.48,40.05,3.88,1790.2,1744.57,spherical,type1,8.12,12.15,steel,0.895,451.618,1855.023,0.243,7800,0.3643,0.096,70.99,Titanium,29.54,22.5,36935.5,1
40 mm,B,15.15,15.15,5.56,8.61,33.14,7.9,751.67,730.03,spherical,type1,4.16,9.82,aluminum,0.341,830.91,2942.955,0.282,2700,0.3693,0.312,53.08,Aluminum,8.74,1.8,1570.72,0
40 mm,C,17.76,17.76,5.36,6.72,59.86,7.0,1340.28,1250.29,spherical,type1,11.95,5.9,aluminum,0.386,751.438,1091.164,0.689,2700,0.2851,0.238,92.77,Aluminum,7.37,24.4,4814.22,0
29 mm,B,16.28,16.28,12.34,13.56,53.32,2.96,1207.67,1178.15,spherical,type2,12.64,4.11,steel,0.738,890.052,2837.23,0.314,7800,0.2735,0.378,76.39,Aluminum,5.76,8.3,8998.74,1
29 mm,B,15.47,15.47,10.17,13.31,49.69,3.6,784.18,710.97,spherical,type2,11.19,3.61,tungsten,0.39,565.174,774.411,0.73,19300,0.2678,0.171,20.01,Steel,24.35,32.7,3126.96,0
40 mm,B,10.77,10.77,21.94,23.13,65.81,2.93,935.51,863.62,ogive,type2,13.22,11.64,tungsten,0.693,537.502,516.283,1.041,19300,0.2944,0.578,49.82,Titanium,27.91,39.1,9600.71,0
29 mm,A,9.87,9.87,8.21,9.88,40.0,5.62,1463.67,1469.49,spherical,type2,6.83,13.52,tungsten,0.608,133.687,1689.919,0.079,19300,0.2387,0.332,34.42,Steel,26.0,34.1,8794.26,0
29 mm,B,15.75,15.75,20.81,24.28,42.97,5.48,819.16,845.86,ogive,type3,10.97,8.9,tungsten,0.798,580.433,2934.146,0.198,19300,0.2026,0.463,42.68,Titanium,28.49,2.9,6982.0,0
29 mm,B,15.75,15.75,16.09,19.52,71.94,4.66,1581.13,1579.54,cylindrical,type3,5.43,12.05,tungsten,0.223,569.779,1557.619,0.366,19300,0.2264,0.119,51.92,Aluminum,18.7,22.3,20112.28,1
40 mm,B,19.26,19.26,12.55,16.11,78.33,7.76,1387.57,1362.63,cylindrical,type2,7.8,5.68,tungsten,0.886,645.755,2439.762,0.265,19300,0.2911,0.389,63.31,Steel,24.08,5.0,12081.57,0
40 mm,B,13.53,13.53,7.91,9.89,66.58,4.31,810.94,763.57,spherical,type2,5.15,9.61,aluminum,0.875,217.919,1523.13,0.143,2700,0.2529,0.526,83.87,Aluminum,13.42,18.4,2600.9,0
29 mm,A,9.42,9.42,24.95,27.53,33.02,6.49,1015.5,999.64,spherical,type2,4.01,7.69,steel,0.216,585.971,2580.005,0.227,7800,0.3342,0.063,26.91,Steel,24.16,37.8,12864.72,0
40 mm,C,12.34,12.34,17.36,20.68,26.76,5.61,850.9,809.79,cylindrical,type1,2.47,3.14,steel,0.55,508.629,2475.674,0.205,7800,0.3525,0.347,55.29,Titanium,23.83,1.9,6284.59,0
40 mm,B,14.21,14.21,13.79,15.2,32.55,4.63,1577.36,1574.22,spherical,type2,10.73,8.34,aluminum,0.481,636.378,2121.339,0.3,2700,0.4985,0.186,88.06,Aluminum,15.89,11.3,17155.21,1
40 mm,A,11.4,11.4,12.42,15.59,45.37,1.29,1286.26,1210.18,ogive,type1,13.38,13.01,steel,0.378,694.495,1923.15,0.361,7800,0.3461,0.313,54.57,Aluminum,6.09,37.2,10274.23,1
40 mm,B,16.87,16.87,23.11,24.4,34.2,5.6,703.11,738.18,spherical,type3,6.09,2.67,steel,0.884,425.281,1650.8,0.258,7800,0.3939,0.499,61.54,Steel,11.66,18.3,5712.37,0
29 mm,B,13.77,13.77,21.42,25.16,74.06,5.5,1297.19,1268.84,spherical,type2,7.58,8.2,tungsten,0.322,553.648,2878.925,0.192,19300,0.1392,0.43,82.29,Steel,27.13,10.6,18021.74,0
40 mm,A,5.14,5.14,21.22,24.13,60.24,1.87,1231.08,1249.89,ogive,type3,2.05,13.35,steel,0.384,455.588,1760.664,0.259,7800,0.4042,0.465,77.03,Aluminum,19.68,42.7,16080.07,0
29 mm,A,13.55,13.55,17.32,19.8,45.0,6.57,1407.38,1451.74,cylindrical,type3,7.37,12.27,tungsten,0.206,788.941,1143.987,0.69,19300,0.3036,0.166,60.8,Aluminum,15.13,7.0,17153.02,1
40 mm,A,14.5,14.5,22.76,25.21,36.43,4.27,738.33,754.72,spherical,type2,5.66,8.41,steel,0.606,816.781,2670.208,0.306,7800,0.4466,0.508,97.37,Titanium,28.68,35.5,6203.59,0
40 mm,B,18.73,18.73,10.99,12.53,42.84,3.27,738.97,778.93,ogive,type3,9.46,4.23,aluminum,0.803,363.647,2048.098,0.178,2700,0.4884,0.388,22.9,Aluminum,14.16,8.0,3000.69,0
40 mm,C,11.21,11.21,19.07,21.11,48.56,6.77,1084.3,980.97,spherical,type2,13.81,13.03,steel,0.635,333.591,1762.884,0.189,7800,0.1921,0.088,24.36,Aluminum,13.2,43.3,11210.36,0
40 mm,C,13.62,13.62,13.09,16.27,62.83,3.4,1457.39,1432.75,ogive,type1,8.58,3.99,tungsten,0.656,710.491,2110.078,0.337,19300,0.4715,0.524,54.19,Aluminum,24.26,35.4,13901.49,0
40 mm,B,12.12,12.12,17.0,19.62,25.36,5.35,1433.21,1488.36,ogive,type1,10.78,5.6,aluminum,0.246,796.615,1176.842,0.677,2700,0.3687,0.081,32.63,Steel,13.88,12.4,17459.77,1
40 mm,C,12.97,12.97,24.96,27.55,70.93,5.33,1006.09,1031.55,ogive,type1,11.17,3.62,aluminum,0.7,109.779,1378.388,0.08,2700,0.3956,0.066,37.32,Aluminum,16.16,44.3,12632.47,0
40 mm,A,6.01,6.01,24.69,26.28,27.65,1.37,937.67,1030.09,ogive,type3,3.98,7.97,steel,0.486,484.692,747.665,0.648,7800,0.2889,0.509,32.01,Steel,23.06,5.2,10854.03,0
40 mm,C,18.46,18.46,15.25,18.32,35.75,3.96,1451.44,1536.66,spherical,type2,6.51,10.18,tungsten,0.532,376.958,2594.058,0.145,19300,0.2419,0.057,75.39,Steel,15.75,38.7,16063.42,1
29 mm,B,18.66,18.66,16.48,18.66,79.62,2.56,729.82,744.8,ogive,type1,3.47,12.75,aluminum,0.61,789.868,2063.658,0.383,2700,0.42,0.099,53.7,Titanium,13.06,31.5,4388.93,0
40 mm,C,13.22,13.22,22.95,24.5,31.41,2.4,1312.46,1299.86,spherical,type2,7.73,8.0,tungsten,0.883,229.187,2507.933,0.091,19300,0.1088,0.059,86.73,Steel,5.38,7.8,19766.28,1
40 mm,C,13.35,13.35,24.71,28.54,26.07,5.58,1166.51,1118.59,cylindrical,type1,13.53,14.62,aluminum,0.724,800.422,1088.694,0.735,2700,0.3162,0.534,40.03,Steel,26.51,24.6,16812.01,0
29 mm,B,5.86,5.86,20.57,23.09,58.3,1.08,963.0,939.21,spherical,type3,8.25,9.75,tungsten,0.679,695.266,2987.224,0.233,19300,0.1295,0.075,69.87,Aluminum,18.17,0.5,9537.99,0
40 mm,A,13.97,13.97,6.3,8.88,43.59,7.78,1272.33,1251.92,cylindrical,type3,7.93,9.86,steel,0.502,858.637,1200.188,0.715,7800,0.2019,0.255,37.08,Steel,26.28,25.8,5099.29,0
40 mm,B,11.44,11.44,11.45,15.39,25.51,3.77,938.88,909.22,ogive,type1,4.72,4.28,aluminum,0.224,991.219,1190.396,0.833,2700,0.3901,0.169,21.16,Titanium,20.45,26.2,5046.56,0
40 mm,C,15.64,15.64,22.93,25.03,20.22,3.09,1320.75,1274.83,cylindrical,type3,6.03,4.47,tungsten,0.577,528.9,2889.779,0.183,19300,0.4019,0.238,75.11,Aluminum,10.02,18.4,19999.32,1
40 mm,C,5.71,5.71,20.37,24.2,24.75,7.44,863.87,883.95,spherical,type2,14.18,9.5,tungsten,0.663,729.47,2034.182,0.359,19300,0.4556,0.21,31.64,Steel,14.08,37.1,7600.77,0
29 mm,C,15.66,15.66,19.84,22.92,51.36,4.41,1146.26,1231.09,spherical,type1,5.94,11.37,tungsten,0.693,738.965,2813.639,0.263,19300,0.3862,0.538,75.5,Aluminum,15.43,41.9,13034.01,0
40 mm,A,9.3,9.3,18.36,21.26,33.85,5.3,1261.47,1308.13,ogive,type3,11.51,4.66,steel,0.626,860.116,1944.797,0.442,7800,0.3699,0.473,75.25,Titanium,23.49,24.0,14608.19,0
29 mm,B,14.78,14.78,13.31,15.01,66.65,5.87,734.87,718.75,cylindrical,type1,2.55,8.29,steel,0.41,566.313,890.129,0.636,7800,0.478,0.537,73.45,Aluminum,18.7,30.3,3593.93,0
40 mm,A,14.41,14.41,13.06,14.22,71.45,7.1,1371.79,1422.49,cylindrical,type1,3.67,6.63,tungsten,0.355,196.883,1294.062,0.152,19300,0.315,0.446,67.36,Titanium,20.91,6.6,12288.2,0
40 mm,C,8.4,8.4,21.18,23.49,28.69,1.91,1525.35,1542.68,cylindrical,type1,6.05,7.7,steel,0.263,981.427,2604.955,0.377,7800,0.3616,0.232,90.79,Aluminum,23.83,44.9,24639.67,1
29 mm,C,11.61,11.61,10.88,11.91,40.22,1.57,1751.68,1749.64,spherical,type2,13.72,4.89,aluminum,0.692,151.154,1570.493,0.096,2700,0.4472,0.152,26.05,Aluminum,11.85,38.6,16692.0,1
29 mm,A,17.53,17.53,18.7,19.91,28.79,7.96,923.44,918.28,cylindrical,type2,4.85,3.83,aluminum,0.88,966.137,2185.143,0.442,2700,0.4055,0.341,94.55,Aluminum,27.05,42.7,7973.13,0
29 mm,B,14.08,14.08,19.52,22.31,37.2,1.06,929.56,919.56,cylindrical,type1,11.45,6.17,tungsten,0.568,329.822,666.281,0.495,19300,0.408,0.246,25.28,Aluminum,16.33,35.0,8433.44,0
29 mm,C,6.03,6.03,21.89,25.06,34.35,5.96,1035.31,1067.86,ogive,type1,4.18,13.3,steel,0.671,543.236,1319.352,0.412,7800,0.3147,0.404,59.63,Steel,21.53,14.5,11731.58,0
29 mm,C,11.64,11.64,11.4,12.9,67.21,5.28,1679.84,1686.82,cylindrical,type1,9.97,12.47,tungsten,0.685,955.595,2550.48,0.375,19300,0.3111,0.071,93.86,Aluminum,10.46,10.0,16084.62,1
29 mm,B,9.68,9.68,19.84,23.04,40.73,4.87,1147.54,1111.12,ogive,type3,9.63,3.32,steel,0.313,708.994,2834.829,0.25,7800,0.3595,0.442,41.51,Aluminum,10.83,23.0,13063.13,1
29 mm,A,14.62,14.62,7.13,10.98,49.73,6.5,1031.97,993.13,ogive,type3,10.09,3.14,aluminum,0.334,627.005,1108.042,0.566,2700,0.3802,0.215,87.03,Titanium,23.37,3.7,3796.59,0
29 mm,C,14.22,14.22,7.76,10.99,60.43,7.95,1515.3,1530.6,spherical,type3,5.72,8.41,aluminum,0.346,393.304,683.204,0.576,2700,0.3184,0.304,67.46,Titanium,13.76,24.8,8909.0,0
40 mm,C,5.16,5.16,13.35,16.7,69.34,1.33,741.79,763.22,cylindrical,type2,4.11,5.61,tungsten,0.853,363.165,265.578,1.367,19300,0.1742,0.588,88.89,Aluminum,26.9,16.6,3672.93,0
29 mm,B,14.12,14.12,6.1,9.2,38.07,5.3,1303.7,1288.04,cylindrical,type2,13.52,12.7,tungsten,0.211,129.5,556.676,0.233,19300,0.1994,0.169,23.89,Aluminum,21.62,32.8,5183.88,0
29 mm,C,16.02,16.02,23.95,25.62,32.55,6.02,1195.21,1138.61,spherical,type3,9.4,8.32,aluminum,0.579,627.699,2539.87,0.247,2700,0.2972,0.115,64.48,Aluminum,21.64,28.2,17106.61,0
29 mm,A,16.53,16.53,23.04,25.12,78.71,3.14,1387.34,1449.89,spherical,type2,4.76,13.09,aluminum,0.464,487.091,1475.915,0.33,2700,0.1816,0.165,35.09,Titanium,14.51,11.1,22172.69,1
40 mm,B,5.88,5.88,5.98,9.83,39.21,7.25,1504.21,1556.14,ogive,type2,7.37,3.41,tungsten,0.662,301.871,1016.54,0.297,19300,0.2694,0.243,21.45,Titanium,27.57,33.0,6765.32,0
29 mm,A,9.55,9.55,21.77,24.75,60.26,4.2,1057.49,958.12,cylindrical,type1,2.87,14.61,tungsten,0.354,445.793,2371.848,0.188,19300,0.1589,0.345,75.12,Steel,28.62,14.0,12172.53,0
40 mm,C,11.32,11.32,15.18,18.55,60.67,2.15,1400.06,1467.04,spherical,type2,8.18,11.97,steel,0.873,946.848,2421.649,0.391,7800,0.1585,0.589,79.97,Steel,11.45,11.2,14877.68,1
29 mm,C,7.7,7.7,19.04,22.95,50.84,6.98,1276.76,1266.31,spherical,type1,7.51,11.51,steel,0.432,863.56,1214.049,0.711,7800,0.4373,0.528,78.9,Aluminum,17.86,18.8,15518.71,0
29 mm,C,11.31,11.31,22.74,24.43,33.71,7.6,847.36,856.86,spherical,type1,3.73,14.22,steel,0.848,487.367,2723.829,0.179,7800,0.3169,0.443,78.16,Aluminum,27.67,7.1,8163.88,0
29 mm,B,6.07,6.07,16.54,18.51,28.49,1.7,1669.9,1726.81,spherical,type3,7.78,8.11,aluminum,0.612,981.958,1496.715,0.656,2700,0.4122,0.446,84.0,Titanium,7.53,14.6,23061.44,1
29 mm,A,6.7,6.7,7.33,10.26,49.22,6.26,1530.05,1612.68,spherical,type3,10.31,3.94,aluminum,0.49,515.906,931.447,0.554,2700,0.1046,0.206,57.57,Titanium,12.44,11.7,8579.96,0
40 mm,A,15.03,15.03,5.05,6.12,50.66,2.51,1713.82,1763.96,ogive,type1,14.07,8.46,aluminum,0.714,414.228,2719.316,0.152,2700,0.2143,0.56,47.81,Aluminum,28.86,1.0,7416.38,0
29 mm,B,8.94,8.94,14.94,17.65,66.4,1.05,1492.45,1504.5,ogive,type1,11.14,12.6,tungsten,0.587,449.129,628.264,0.715,19300,0.1071,0.347,81.68,Titanium,17.12,13.5,16638.73,1
29 mm,C,15.67,15.67,23.98,27.41,62.59,2.82,969.29,900.51,cylindrical,type1,8.53,13.17,aluminum,0.297,887.155,2988.642,0.297,2700,0.1014,0.139,73.32,Steel,28.79,21.0,11264.88,0
40 mm,A,5.72,5.72,16.45,19.28,74.72,6.98,1173.58,1072.27,cylindrical,type3,12.01,8.35,aluminum,0.693,340.979,1917.106,0.178,2700,0.1128,0.573,36.0,Steel,14.5,37.3,11328.21,0
40 mm,C,13.44,13.44,12.46,14.35,78.25,1.99,1125.56,1169.47,ogive,type1,5.64,11.52,steel,0.606,299.892,2762.973,0.109,7800,0.3086,0.329,54.82,Aluminum,18.19,8.1,7892.7,0
40 mm,A,10.87,10.87,5.62,8.79,63.67,1.91,739.4,806.5,ogive,type1,10.69,5.21,steel,0.596,964.493,700.74,1.376,7800,0.1363,0.136,34.57,Aluminum,16.35,14.7,1536.26,0
40 mm,B,16.95,16.95,23.3,24.74,24.59,6.17,1151.6,1110.87,spherical,type1,2.07,5.0,aluminum,0.717,760.842,1289.512,0.59,2700,0.4193,0.454,82.31,Titanium,16.43,1.3,15450.03,1
40 mm,A,16.76,16.76,11.54,15.22,44.31,3.84,1080.13,1066.64,ogive,type3,2.94,9.62,aluminum,0.657,787.403,2645.103,0.298,2700,0.3065,0.179,39.77,Aluminum,27.94,3.4,6731.75,0
29 mm,B,10.63,10.63,19.1,20.4,56.53,2.04,704.32,676.46,spherical,type2,10.12,7.48,steel,0.456,766.261,2543.882,0.301,7800,0.1981,0.153,69.82,Aluminum,22.37,16.0,4737.44,0
40 mm,B,14.34,14.34,18.88,22.47,55.41,2.61,1631.84,1602.64,spherical,type3,4.5,4.09,tungsten,0.423,714.617,2641.183,0.271,19300,0.4355,0.197,78.83,Aluminum,28.64,22.5,25137.79,0
29 mm,A,8.41,8.41,10.08,12.57,30.89,6.56,858.26,912.01,cylindrical,type3,10.95,11.9,steel,0.376,182.123,985.286,0.185,7800,0.3039,0.368,99.33,Steel,13.24,33.7,3712.52,0
29 mm,B,13.71,13.71,6.28,8.57,54.98,5.36,1251.05,1261.97,ogive,type1,10.28,8.92,aluminum,0.603,778.311,1929.33,0.403,2700,0.2403,0.211,54.65,Aluminum,29.85,34.3,4914.5,0
40 mm,C,6.22,6.22,12.7,15.2,40.98,6.33,1563.15,1551.69,spherical,type3,2.83,8.77,tungsten,0.41,324.03,1290.876,0.251,19300,0.3272,0.072,89.8,Steel,22.69,41.1,15515.83,0
40 mm,C,11.52,11.52,11.34,12.94,40.34,1.68,1364.93,1497.81,spherical,type2,7.1,4.46,aluminum,0.284,219.165,1098.168,0.2,2700,0.369,0.263,73.15,Steel,8.28,40.9,10563.4,1
40 mm,A,7.74,7.74,19.01,21.38,70.04,4.21,886.29,814.57,spherical,type2,9.97,5.13,tungsten,0.748,984.703,1656.357,0.594,19300,0.3235,0.179,20.68,Aluminum,15.32,4.6,7466.27,0
29 mm,C,18.25,18.25,21.4,24.95,45.32,6.58,1380.03,1407.43,cylindrical,type1,11.28,11.01,aluminum,0.346,125.077,2202.148,0.057,2700,0.4731,0.331,51.3,Steel,11.22,5.0,20377.97,1
40 mm,C,11.67,11.67,9.45,12.85,51.64,2.86,1533.36,1480.91,ogive,type3,12.61,13.07,steel,0.315,128.472,1651.85,0.078,7800,0.2416,0.303,51.53,Steel,10.89,22.4,11109.39,1
29 mm,C,13.86,13.86,15.56,17.05,53.77,2.18,1640.24,1632.37,spherical,type3,6.3,4.3,tungsten,0.794,378.921,845.394,0.448,19300,0.264,0.093,29.57,Titanium,28.24,26.5,20931.21,0
40 mm,B,10.41,10.41,5.81,8.83,53.78,3.67,1050.52,1057.95,spherical,type2,12.88,12.56,tungsten,0.691,859.782,2460.979,0.349,19300,0.4435,0.185,54.97,Titanium,29.0,26.9,3205.94,0
40 mm,C,9.33,9.33,9.29,12.86,32.79,3.33,737.31,779.54,spherical,type1,6.61,12.25,tungsten,0.736,980.15,2937.808,0.334,19300,0.355,0.205,29.32,Aluminum,5.35,21.9,2525.14,0
40 mm,B,8.04,8.04,20.24,23.7,55.97,2.3,1368.74,1355.68,spherical,type3,2.09,12.59,aluminum,0.445,206.675,1216.06,0.17,2700,0.4865,0.317,86.83,Titanium,8.45,44.2,18959.31,1
40 mm,A,18.68,18.68,20.87,23.15,40.08,7.68,948.35,930.0,spherical,type3,9.93,9.56,steel,0.632,455.896,2577.908,0.177,7800,0.4169,0.502,48.95,Steel,11.95,22.9,9384.9,0
40 mm,A,16.99,16.99,20.53,21.67,59.3,4.38,1558.98,1545.03,cylindrical,type2,5.14,6.57,aluminum,0.853,760.872,2618.816,0.291,2700,0.3052,0.17,34.65,Titanium,26.19,42.1,24948.25,1
29 mm,C,7.0,7.0,7.85,11.64,28.74,5.26,1447.87,1393.87,cylindrical,type2,3.62,12.02,tungsten,0.398,680.975,929.459,0.733,19300,0.3539,0.137,68.15,Aluminum,20.28,44.5,8228.09,0
29 mm,A,16.2,16.2,16.02,18.21,79.65,1.85,1550.51,1582.13,cylindrical,type1,5.36,8.24,aluminum,0.248,310.039,2174.86,0.143,2700,0.2624,0.051,88.61,Aluminum,19.14,20.0,19256.69,1
29 mm,B,11.28,11.28,13.45,15.53,66.32,5.27,1764.28,1778.35,ogive,type1,12.76,4.88,aluminum,0.32,396.285,2827.568,0.14,2700,0.1511,0.384,94.79,Titanium,19.96,6.0,20932.8,1
